Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,M9 DERMATOLOGY,L51.1,M9.3,Medical management of Stevens- Johnson Syndrome,"Blood Culture & Sensitivity - Automated, ECHO Cardiogram, LFT(liver function tests), Skin Biopsy, Routine Histopathological Examination, Skin Swab For Culture & Sensitivity, USG Abdomen , Urine Culture & Sensitivity","Clinical Photograph, Case sheet with clinical improvement",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M10 RHEUMATOLOGY,M32,M10.1.1,Medical management of SLE (Systemic Lupus Erythematosis),"Anti Nuclear Anti Body (ANA) Titres, Double Stranded (DS) DNA, C1, C3 (Complement), Routine Histopathological Examination, Complete Blood Picture [CBP], Platelet Count, Serum Creatinine Levels, CUE (pH , Specific Gravity , Sugar , Protein And Microscopy)",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M10 RHEUMATOLOGY,M32.1,M10.1.2,Medical management of Sle (Systemic Lupus Erythematosis) with sepsis,"Blood Culture & Sensitivity - Automated, Clinical Photograph",Case sheet with clinical improvement,100000
,M10 RHEUMATOLOGY,L94.0,M10.2,Medical management of Scleroderma,"ECHO Cardiogram, Anti Nuclear Anti Body (ANA) Titres, 2D Renal Doppler Study, Skin Biopsy, Routine Histopathological Examination, CT scan Lower Abdomen Without Contrast, ECG (Electro Cardiogram), Oesophageal manometry, Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",30000
,M10 RHEUMATOLOGY,M35.1,M10.3,Medical management of Mctd Mixed Connective Tissue Disorder,"Skin Biopsy, Muscle Biopsy -HPE, Serum Cpk-Mb Levels, Lactate Dehydrogenase (LDH)",Case Sheet with treatment details,50000
,M10 RHEUMATOLOGY,M35.0,M10.4,Medical management of Primary Sjogren Syndrome,"24 Hrs Urinary Protein, Anti Nuclear Anti Body (ANA) Titres, ANCA (Anti Neutrophil Cyto Plasmic Anti Body), Serum Cpk-Mb Levels, ENMG (Elektroneuromyography), Renal Biopsy/, Lactate Dehydrogenase (LDH), Routine Histopathological Examination, Arterial Blood Gas Analysis (ABG),Serum Calcium Levels, Serum Vitamin D3 Levels, P.T.H Assay (Parathyroid Assay), Alkaline Phosphatase Levels, Serum Bicarbonate Levels",Case sheet with clinical improvement,20000
,M10 RHEUMATOLOGY,I77.9,M10.5,Medical management of Vasculitis,"Complete Blood Picture [CBP] , Prothrombin Time, Activated Partial Thrombo Plastin Time (APTT),ANCA (Anti Neutrophil Cyto Plasmic Anti Body),Anti Nuclear Anti Body (ANA) Titres,Erythrocyte Sedimentation Rate (ESR), Blood - Urea,Serum Creatinine Levels,Alanine Aminotransferase - Blood,CUE (pH , Specific Gravity , Sugar , Protein And Microscopy),C1, C3 (Complement) ,Digital Subtraction Angiogram",Case Sheet with treatment details,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.1 Uncontrolled Diabetes mellitus with infectious emergencies,E11.2,M11.1.1,Medical management of Pyelonephritis in uncontrolled Diabetes melitus,"USG Abdomen, Urine Culture & Sensitivity , Renal Profile,CUE (pH , Specific Gravity , Sugar , Protein And Microscopy), HB A1c(Glycosylated Hemoglobin),CT Scan Abdomen With Contrast",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.1 Uncontrolled Diabetes mellitus with infectious emergencies,J22,M11.1.2,Medical management of Lower Respiratoy Tract Infection,"Throat Swab For KLB, HB A1c(Glycosylated Hemoglobin), CT scan Lower Abdomen Without Contrast",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.1 Uncontrolled Diabetes mellitus with infectious emergencies,J32.9,M11.1.3,Medical management of Fungal Sinusitis,"CT scan Lower Abdomen Without Contrast, Fluid for Fungal Stain, HB A1c(Glycosylated Hemoglobin)",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.1 Uncontrolled Diabetes mellitus with infectious emergencies,K81,M11.1.4,Medical management of Cholecystitis,"CT scan Lower Abdomen Without Contrast/USG Abdomen, Complete Blood Picture [CBP], HB A1c(Glycosylated Hemoglobin)",Case sheet with clinical improvement,29700
,M11.1 Uncontrolled Diabetes mellitus with infectious emergencies,E11.5,M11.1.5,Medical management of Cavernous Sinus Thrombosis in uncontrolled Diabetes melitus,"MR Venogram, HB A1c(Glycosylated Hemoglobin),",Case sheet with clinical improvement,41010
,M11.1 Uncontrolled Diabetes mellitus with infectious emergencies,B46.1,M11.1.6,Medical management of Rhinocerebral Mucormycosis,"CT-Scan Brain Plain And Contrast, HB A1c(Glycosylated Hemoglobin)",Case sheet with clinical improvement,51620
,M11.2 OTHER ENDOCRINAL DISORDERS,E23.0,M11.2.1,Initial evaluation and management of Hypopituitarism with growth harmone,"T3, T4, TSH, Basal Cortisol Levels (Adrenal Corticotrophin Stimulation Test), Cortisol Assay After Dexamethasone,Growth Hormone (Basal, Post Glucose Load)","T4 ,Case sheet with clinical improvement",26000
,M11.2 OTHER ENDOCRINAL DISORDERS,E22.0,M11.2.2,Hormonal therapy for Pituitary - Acromegaly,Clinical Photograph,Case sheet with clinical improvement,18440
,M11.2 OTHER ENDOCRINAL DISORDERS,E24.9,M11.2.3,Medical Management of Cushings Syndrome,"Blood cortisol level/24 hours cortisol level, Cortisol LDDS(Low-Dose Dexamethasone Suppression), Adrenocorticotrophic(ACTH) Assay, Basal Cortisol Levels (Adrenal Corticotrophin Stimulation Test), Inferior petrosal sinus sampling (IPSS), CT Scan Chest With Contrast/CT Scan Chest With Contrast, MRI Chest With Contrast -/MRI Chest Without Contrast -, CT-Scan Brain Plain And Contrast, MRI Brain With Contrast/MRI Brain Without Contrast, Complete Blood Picture [CBP], Serum Potassium , Random Blood Sugar (RBS) Test, Serum Cholesterol Levels, Triglycerides, Prothrombin Time - , Serum Free Testosterone Levels, Clinical Photograph","Blood cortisol level/24 hours cortisol level, Adrenocorticotrophic(ACTH) Assay, Complete Blood Picture [CBP], Serum Potassium , Random Blood Sugar (RBS) Test, Serum Cholesterol Levels, Triglycerides, Prothrombin Time - , Serum Free Testosterone Levels, Case sheet with clinical improvement, Clinical Photograph",30000
,M11.2 OTHER ENDOCRINAL DISORDERS,Q96,M11.2.4,Hormonal therapy for Delayed Puberty Hypogonadism-Turners Syndrome/Kleinfelter Syndrome(Q98.4),"Serum Free Testosterone Levels, ECHO Cardiogram, FSH(Follicle-Stimulating Hormone) Levels, Luteinizing Hormone (Lh) Levels, MRI Brain DEXA scan, T3, T4, TSH, Chest X-Ray PA View(1 Film), Skeletal Survey , USG Abdomen, USG Pelvis-, Karyo Typing-Cytogenetics, X-Ray Skull, Estradiol Levels",Case sheet with clinical improvement,14500
,M11.3 Hypoglycemia,-,M11.3A,Hypoglycemia,"Clincal notes, Blood sugar level","Post treatment Blood sugar levels, Hba1C, Detailed Discharge Summary",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.4 Diabetic Foot,-,M11.4A,Diabetic Foot,"Clincal profile, Blood sugar level,CBC, Photograph of the affected foot","Post treatment Blood sugar levels, Hba1C, Photograph of the affected foot, Detailed Discharge Summary",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.5 Electrolyte Imbalance,-,M11.5.1A,Hypercalcemia,"Clinical notes with planned line of treatment, Serum Calcium","Post treatment Serum Calcium, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.5 Electrolyte Imbalance,-,M11.5.2A,Hypocalcemia,"Clinical notes with planned line of treatment, Serum Calcium","Post treatment Serum Calcium, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.5 Electrolyte Imbalance,-,M11.5.3A,Hyponatremia,"Clinical notes with planned line of treatment, Serum Electrolytes","Post treatment Serum Electrolytes, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.5 Electrolyte Imbalance,-,M11.5.4A,Hypernatremia,"Clinical notes with planned line of treatment, Serum Electrolytes","Post treatment Serum Electrolytes, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.5 Electrolyte Imbalance,-,M11.5.5A,Hyperkalaemia,"Clinical notes with planned line of treatment, Serum Electrolytes","Post treatment Serum Electrolytes, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.5 Electrolyte Imbalance,-,M11.5.6A,Hypokalaemia,"Clinical notes with planned line of treatment, Serum Electrolytes","Post treatment Serum Electrolytes, Detailed Discharge Summary, Detailed ICPs, Treatment details, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M11.6 Hyperosmolar Non-Ketotic coma,-,M11.6A,Hyperosmolar Non-Ketotic coma,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12 GASTROENTEROLOGY,K22.1,M12.1,Medical management of Corrosive Oesophageal Injury,"Barium Swallow, Fluroscopy/Upper GI endoscopy , Endoscopic Dilatation-Video/Photo","Barium Swallow, Fluroscopy/Upper GI endoscopy",30000
,M12 GASTROENTEROLOGY,K85.A,M12.10,Medical management of Acute Pancreatitis (Mild),"CT scan Abdomen Without Contrast, CT Pelvis, Magnetic Resonance Cholangiopancreatography (MRCP), Serum Amylase Levels, LFT(liver function tests), Renal Profile, Chest X-Ray PA View(1 Film), Blood Culture & Sensitivity - Automated ,","USG Abdomen, CT scan Lower Abdomen Without Contrast, Serum Amylase Levels, Case sheet with clinical improvement",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12 GASTROENTEROLOGY,K85.B,M12.11,Medical management of Acute Pancreatitis (Severe),"CT scan Lower Abdomen Without Contrast, CT Pelvis, Serum Amylase Levels, Serum Lipase Levels","USG Abdomen, Serum Amylase Levels, Lipid Profile, Case Sheet with treatment details",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12 GASTROENTEROLOGY,K86.3.A,M12.12,Conservative management of Acute Pancreatitis With Pseudocyst (Infected),"CT scan Lower Abdomen Without Contrast, CT Pelvis, USG Abdomen, Serum Amylase Levels, Serum Lipase Levels","USG Abdomen, Case Sheet with treatment details",40000
,M12 GASTROENTEROLOGY,K86.1,M12.13,Conservative management of Chronic Pancreatitis with Severe Pain,"CT scan Lower Abdomen Without Contrast, CT Pelvis, Serum Amylase Levels, Serum Lipase Levels","Magnetic Resonance Cholangiopancreatography (MRCP), ERCP,",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12 GASTROENTEROLOGY,K92.2.B,M12.14,Conservative management of Obscure GI Bleed,"Barium Meal Follow Through, Upper GI endoscopy, Routine Histopathological Examination Colono Scopy, Blood Coagulation Analyzer (BCA) Or Coagulation Profile","Barium Meal Follow Through, Upper GI endoscopy, Routine Histopathological Examination, Colono Scopy, Endoscopic Photograph",60000
,M12 GASTROENTEROLOGY,K72,M12.15,Conservative management of Cirrhosis with Hepatic Encephalopathy,"Fluid Analysis, Upper GI endoscopy, LFT(liver function tests), USG Abdomen, Serum Ammonia Levels",Case Sheet with treatment details,60000
,M12 GASTROENTEROLOGY,K76.7,M12.16,Medical management of Cirrhosis with Hepato Renal Syndrome,"Upper GI endoscopy, USG Abdomen, LFT(liver function tests), Arterial Blood Gas Analysis (ABG), RFT, Case sheet with clinical History",Case Sheet with treatment details,100000
,M12 GASTROENTEROLOGY,K91.8,M12.17.1,Medical management of Post op stent,"ERCP/ EUS, Magnetic Resonance Cholangiopancreatography (MRCP)/ Prothrombin Time","X-Ray, Endoscopic Photograph",100000
,M12 GASTROENTEROLOGY,K91.9,M12.17.2,Medical management of Post op leaks,"ERCP/ EUS, Magnetic Resonance Cholangiopancreatography (MRCP)/ Prothrombin Time, MR Cholangiography","X-Ray, Endoscopic Photograph",55000
,M12 GASTROENTEROLOGY,K83.0,M12.17.3,Medical management of Sclerosing Cholangitis,"ERCP/ EUS, Magnetic Resonance Cholangiopancreatography (MRCP)/ Prothrombin Time","X-Ray, Endoscopic Photograph",75000
,M12 GASTROENTEROLOGY,K22.2,M12.2,Conservative management of Oesophageal Foreign Body,"Chest X-Ray Lateral View(1 Film), Chest X-Ray PA View(1 Film), Photo of The Procedure Foreign Body Removal",Endoscopic Photograph,8600
,M12 GASTROENTEROLOGY,K22.3.A,M12.3,Conservative management of Oesophageal Perforation,"CT Scan Abdomen With Contrast , Chest X-Ray PA View(1 Film)",Chest X-Ray PA View(1 Film),50000
,M12 GASTROENTEROLOGY,K22.0,M12.4,Medical management of Achalasia Cardia,Upper GI endoscopy /Barium Swallow,"Case Sheet with treatment details , Clinical Photograph",13290
,M12 GASTROENTEROLOGY,I85.1,M12.5,Medical Management of Oesophageal Varices using Variceal Banding,"Upper GI endoscopy , USG Abdomen",Endoscopic Photograph,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12 GASTROENTEROLOGY,I85,M12.6,Medical Management of Oesophageal Varices with Sclerotherapy,"Upper GI endoscopy , USG Abdomen",Endoscopic Photograph,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12 GASTROENTEROLOGY,J95.0,M12.7,Medical management of Oesophageal Fistula,"CT scan Lower Abdomen Without Contrast, Gastrograffin Contrast Picture",Photograph of Stent In Position,60000
,M12 GASTROENTEROLOGY,K31.8,M12.8,Medical management of GAVE(Gastric Antral Vascular Ectasia),"Argon plasma coagulation, Upper GI endoscopy , photo",Endoscopic Photograph,24000
,M12 GASTROENTEROLOGY,I86.4,M12.9,Medical management of Gastric Varices,"Upper GI endoscopy , USG Abdomen",Endoscopic Photograph,25000
,M12.18 Acute gastroenteritis with dehydration,-,M12.18.1A,Acute gastroenteritis with moderate dehydration,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12.18 Acute gastroenteritis with dehydration,-,M12.18.2A,Acute gastroenteritis with severe dehydration,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12.19 Diarrohea,-,M12.19.1A,Chronic diarrohea,Clinical notes with planned line of treatment,"Detailed Discharge Summary, any other investigations done",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12.19 Diarrohea,-,M12.19.2A,Persistent diarrohea,Clinical notes with planned line of treatment; stool examintaion,"Detailed Discharge Summary summary, any other investigations done",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M12.20 Alcoholic Liver Disease,-,M12.20A,Alcoholic Liver Disease,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done.,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M15.1 BREAST CANCER,99.25.1,M15.1.1,Chemotherapy for Breast Cancer with Adriamycin / Cyclophosphamide (Ac),"Routine Histopathological Examination, Chest X-Ray PA View(1 Film), USG Breast, Alkaline Phosphatase Levels,Estrogen Receptor/Progesterone Receptor, Her-2eu - Microscopy , Bone Scan, Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",5700
,M15.1 BREAST CANCER,99.25.4,M15.1.2,Chemotherapy for Breast Cancer with 5- Fluorouracil A-C (Fac),"Routine Histopathological Examination, X- Ray Mammogram, USG Breast, Alkaline Phosphatase Levels, Estrogen Receptor/Progesterone Receptor, Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",3600
,M15.1 BREAST CANCER,99.25.16,M15.1.3,Chemotherapy for Breast Cancer with Ac (Ac Then T),"Routine Histopathological Examination, Alkaline Phosphatase Levels, CT scan Lower Abdomen Without Contrast","Case Sheet with treatment details, Clinical Photograph",3600
,M15.1 BREAST CANCER,99.25.28,M15.1.4,Chemotherapy for Breast Cancer with Paclitaxel,"Routine Histopathological Examination, USG Breast, Alkaline Phosphatase Levels, Chest X-Ray PA View(1 Film), , Breast IHC panel","Case Sheet with treatment details, Clinical Photograph",9000
,M15.1 BREAST CANCER,99.25.40,M15.1.5,Chemotherapy for Breast Cancer with Cyclophosphamide/ Methotrexate / 5fluorouracil (Cmf),"Routine Histopathological Examination, X- Ray Mammogram, USG Breast, Alkaline Phosphatase Levels, Estrogen Receptor/Progesterone Receptor, Clinical Photograph",Case Sheet with operation Notes,4500
,M15.1 BREAST CANCER,99.25.52,M15.1.6,Chemotherapy for Breast Cancer with Tamoxifen Tabs,"Routine Histopathological Examination, Chest X-Ray PA View(1 Film), USG local area, Alkaline Phosphatase Levels, Estrogen Receptor/Progesterone Receptor, Clinical Photograph","Clinical Photograph, Case Sheet with operation Notes",1400
,M15.1 BREAST CANCER,99.25.64,M15.1.7,Chemotherapy for Breast Cancer with Aromatase Inhibitors,"Estrogen Receptor/Progesterone Receptor, Routine Histopathological Examination","Clinical Photograph, Case Sheet with operation Notes",1200
,M15.10 BLADDER CANCER,99.25.2,M15.10.1,Chemotherapy for Bladder Cancer with Weekly Cisplatin.,"Routine Histopathological Examination, CT Scan Lower Abdomen With Contrast, USG Abdomen, Chest X-Ray PA view,Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",2000
,M15.10 BLADDER CANCER,99.25.3,M15.10.2,Chemotherapy for Bladder Cancer with Methotrexate Vinblastine Adriamycin Cyclophosphamide (Mvac),"USG Abdomen, Routine Histopathological Examination, CT Scan Lower Abdomen With Contrast, Chest X-Ray PA View(1 Film), Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",8800
,M15.11 LUNG CANCER,99.25.5,M15.11.1,Chemotherapy for Non SMAL cell Lung Cancer with Cisplatin/Etoposide (Iiib),"Routine Histopathological Examination, CT local area with contrast, Chest X-Ray PA View(1 Film), Alkaline Phosphatase Levels, Bone scan, Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",8500
,M15.12 OESOPHAGEAL CANCER,99.25.10,M15.12.1,Chemotherapy for Oesophageal Cancer with Cisplatin/5fu,"Routine Histopathological Examination, USG Abdomen, Upper GI endoscopy,Chest X-Ray PA View(1 Film), CT chest with contrast/CT upper abdomen with contrast, Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",7500
,M15.13 GASTRIC CANCER,99.25.11,M15.13.1,Chemotherapy for Gastric Cancer with 5-Fu Leucovorin (Mcdonald Regimen),"Routine Histopathological Examination, CT Scan Abdomen With Contrast, Upper GI endoscopy,Chest X-Ray PA View(1 Film), Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",6000
,M15.13 GASTRIC CANCER,-,M15.13.2,Chemotherapy for Gastric Cancer with Gemcitabine+Oxaliplatin,-,-,15500
,M15.14 COLORECTAL CANCER,99.25.19,M15.14.1,Chemotherapy for Colorectal Cancer with Monthly 5-Fu,"Routine Histopathological Examination,CT Scan Abdomen With Contrast, Colono Scopy, Chest X Ray PA View(1Film), Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",6900
,M15.14 COLORECTAL CANCER,99.25.20,M15.14.2,Chemotherapy for Colorectal Cancer with 5-Fluorouracil-Oxaliplatin Leucovorin (Folfox) (Stage III) Only,"Routine Histopathological Examination, CT scan Lower Abdomen With Contrast, Colonoscopy,Chest X Ray PA View(1Film), Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",12500
,M15.15 OSTEOSARCOMA/ BONE TUMORS,99.25.25,M15.15.1,Chemotherapy for Bone Tumors with Cisplatin/Adriamycin,"Routine Histopathological Examination, CT Scan Chest With Contrast, MRI Local area, Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",8400
,M15.16.1 Lymphoma i) Hodgkin Disease,99.25.26,M15.16.1.1,Chemotherapy for Bone Tumors - Hodgkin Lymphoma disease with Adriamycin Bleomycin Vinblastine Dacarbazine (Abvd),"Routine Histopathological Examination, CT Scan Lower Abdomen With Contrast/ CT Scan Chest With Contrast, Chest X-Ray PA View(1 Film), USG Abdomen, Bone Marrow Profile, ECHO Cardiogram, IHC, Case sheet with clinical History","Routine Histopathological Examination, Case Sheet with treatment details, Clinical Photograph",6000
,M15.16.2 Lymphoma ii) NHL,99.25.27,M15.16.2.1,Chemotherapy for Non Hodgkin Lymphoma with Cyclophosphamide Adriamycin Vincristine Prednisone (Chop),"Routine Histopathological Examination, CT Scan Chest With Contrast/CT Scan neck(thyroid, para thyroid, soft tissues) with contrast0/CT Scan with Abdomen with contrast, Chest X-Ray PA View(1 Film), Bone Marrow Profile, Case sheet with clinical History","Routine Histopathological Examination, Case Sheet with treatment details, Clinical Photograph",6000
,M15.17 MULTIPLE MYELOMA,99.25.30,M15.17.1,"Chemotherapy for Multiple Myeloma with Vincristine, Adriamycin,Dexamethasone(Vad)","Blood Grouping And RH Typing, Bone Marrow Biopsy, SR PROTEIN ELECTROPHOROSIS, Complete blood picture(CBP), LFT(liver function tests) , Renal Profile, Skeletal Survey , Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",4000
,M15.17 MULTIPLE MYELOMA,99.25.31,M15.17.2,Chemotherapy for Multiple Myeloma with Thalidomide+Dexamethasone(Oral),"Bone Marrow Biopsy, SERUM ELECTRO PHOROSIS, Serum Total Proteins Levels, Skeletal Survey , Case sheet with clinical History","Case Sheet with treatment details, Clinical Photograph",5100
,M15.17 MULTIPLE MYELOMA,99.25.32,M15.17.3,Chemotherapy for Multiple Myeloma with Melphalan Prednisone (Oral),"Complete Blood Picture [CBP], Bone Marrow Profile, Skeletal Survey","Case Sheet with treatment details, Clinical Photograph",5200
,M15.18 WILM¿S TUMOR,99.25.33,M15.18.1,Chemotherapy for Wilms Tumor with Siopwts Regimen(Stages I-III),"Routine Histopathological Examination, CT Scan Abdomen With Contrast/USG Abdomen,/CT Scan Chest With Contrast /Chest X-Ray PA View(1 Film)/Bone scan, Case sheet with clinical History","Clinical Photograph, Routine Histopathological Examination",8400
,M15.19 HEPATOBLASTOMA- OPERABLE,99.25.35,M15.19.1,Chemotherapy for Hepatoblastoma operable with Cisplatin -Adriamycin,"Routine Histopathological Examination, CT Scan Abdomen With Contrast, USG Abdomen, Alkaline Phosphatase Levels, Abdomen X-Ray (Lateral View), Chest X Ray PA View (1 Film), Case sheet with clinical History",Clinical Photograph,7300
,M15.2 CERVICAL CANCER,99.25.73,M15.2.1,Chemotherapy for Cervical Cancer with Weekly Cisplatin,"Routine Histopathological Examination, USG local area, CT local area without contrast/Dynamic MRI/Functional MRIRenal Profile, Complete Blood Picture [CBP],Chest X-Ray PA View(1 Film), Clinical Photograph","Clinical Photograph, Case Sheet with operation Notes",3100
,M15.20 CHILDHOOD B CELL LYMPHOMAS,99.25.36,M15.20.1,Chemotherapy for Childhood B cell Lymphoma with variable regimen,"Complete Blood Picture [CBP], Chest X-Ray PA View(1 Film), CT Scan Abdomen With Contrast, Bone Marrow Profile, Triple Markers/Immunohistochemistry (IHC) Three Markers , Case sheet with clinical History",Clinical Photograph,30000
,M15.21 NEUROBLASTOMA ( STAGES I-III ),99.25.37,M15.21.1,Chemotherapy for Neuroblastoma (Stages I-III ) with Variable Regimen,"Routine Histopathological Examination, CT Scan Chest With Contrast/CT Scan neck(thyroid, para thyroid, soft tissues) with contrast/CT Scan with Abdomen with contrast/Immunohistochemistry (IHC) Three Markers, USG local area, Bone Marrow Profile, Chest X-Ray PA View(1 Film), Bone scan, Case sheet with clinical History","Clinical Photograph, Routine Histopathological Examination",11200
,M15.22 RETINOBLASTOMA,99.25.39,M15.22.1,Chemotherapy for Retinoblastoma with Carbo/Etoposide/Vincristine,"Triple Markers/Immunohistochemistry (IHC) Three Markers, Bone Marrow Profile, X-Ray Skull, CT Scan Chest With Contrast/CT Scan neck(thyroid, para thyroid, soft tissues) with contrast/CT Scan with Abdomen with contrast, Bone scan, Clinical Photograph","Clinical Photograph, Routine Histopathological Examination, Case Sheet with operation Notes",9600
,M15.23 HISTIOCYTOSIS,99.25.41,M15.23.1,Chemotherapy for Histiocytosis with Variable Regimen,"Routine Histopathological Examination, Complete Blood Picture [CBP], Cerebrospinal Fluid (CSF) Analysis Cell Count, USG local area, Triple Markers/Immunohistochemistry (IHC) Three Markers, Bone Marrow Profile, Chest X-Ray PA View(1 Film), CT Scan Chest With Contrast/CT Scan neck(thyroid, para thyroid, soft tissues) with contrast0/CT Scan with Abdomen with contrast, Bone scan, Clinical Photograph","Clinical Photograph, Case Sheet with operation Notes, Routine Histopathological Examination",6000
,M15.24 RHABDOMYOSARCOMA,99.25.42,M15.24.1,Chemotherapy for Rhabdomyosarcoma with Vincristine-Actinomycin-Cyclophosphamide(Vactc) Based Chemo,"Routine Histopathological Examination, Cerebrospinal Fluid (CSF) Analysis Cell Count, Bone Marrow Profile, Triple Markers/Immunohistochemistry (IHC) Three Markers, CT local area without contrast, CT Scan Chest With Contrast/CT Scan neck(thyroid, para thyroid, soft tissues) with contrast0/CT Scan with Abdomen with contrast, Bone scan, Triple Markers/Immunohistochemistry (IHC) Three Markers , Clinical Photograph","Clinical Photograph,Case sheet, Routine Histopathological Examination",7500
,M15.25 EWINGS SARCOMA,99.25.43,M15.25.1,Chemotherapy for Ewings Sarcoma with Variable Regimen,"Routine Histopathological Examination, CT local area without contrast, Chest X-Ray PA View(1 Film), USG local area, Bone Marrow Profile, Bone scan, Triple Markers/Immunohistochemistry (IHC) Three Markers , Clinical Photograph","Clinical Photograph, Case Sheet with operation Notes",10000
,M15.26 ACUTE MYELOID LEUKEMIA,99.25.44,M15.26.1,"Chemotherapy for Acute Myeloid Leukaemia with Induction in 1st month (includes Chemotherapy for Febrile Neutropenia with 2nd Line IV antibiotics and other supportive Therapy (Carbapenems, Fourth Generation Cephalosporins, Piperacillin, Anti-Fungal. Azoles Etc)","Complete Blood Picture [CBP], Bone Marrow Profile, USG local area/CT local area without contrast, Case sheet with clinical History",Clinical Photograph,137300
,M15.26 ACUTE MYELOID LEUKEMIA,99.25.46,M15.26.2,"Chemotherapy for Acute Myeloid Leukaemia with Induction in 2nd month (includes Chemotherapy for Febrile Neutropenia with 2nd Line IV antibiotics and other supportive Therapy (Carbapenems, Fourth Generation Cephalosporins, Piperacillin, Anti-Fungal. Azoles Etc)","Complete Blood Picture [CBP], BMA Remission Report, Clinical Photograph","Clinical Photograph, Case Sheet with operation Notes",89000
,M15.26 ACUTE MYELOID LEUKEMIA,99.25.47,M15.26.3,"Chemotherapy for Acute Myeloid Leukaemia with Induction in 3rd month (includes Chemotherapy for Febrile Neutropenia with 2nd Line IV antibiotics and other supportive Therapy (Carbapenems, Fourth Generation Cephalosporins, Piperacillin, Anti-Fungal. Azoles Etc)","Complete Blood Picture [CBP], BMA Remission Report, PMLRA Treatment Report , Clinical Photograph","Clinical Photograph, Case Sheet with operation Notes",80000
